,User,Date Created,Number of Likes,Source of Tweet,Tweet
9474,calkai123,2023-01-29 17:19:43+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】MINON(ミノン) ミノン アミノモイスト モイストチャージ ミルク 100g
【割引】5%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ビューティー
https://t.co/yvIAqSoxLo"
9475,calkai123,2023-01-29 17:19:37+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】東芝 アルカリ乾電池 単3形1パック20本入 LR6L 20MP
【割引】3%OFF！
#アマゾン #Amazonプライム #AmazonPrime #家電&amp;カメラ
https://t.co/IHsRrokJRb"
9476,calkai123,2023-01-29 17:19:31+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】白元アース 快適ガードプロ プリーツタイプ ふつうサイズ 30枚入
【割引】5%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ドラッグストア
https://t.co/ozqij3AXiu"
9477,calkai123,2023-01-29 17:19:25+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】快適ガードマスク ふつうサイズ 60枚入 【個別包装】 白元アース
【割引】5%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ドラッグストア
https://t.co/T2JBvX72L1"
9478,calkai123,2023-01-29 17:19:18+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】【第2類医薬品】クラリチンEX 28錠 ※セルフメディケーション税制対象商品
【割引】20%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ドラッグストア
https://t.co/2rTPyOzxlv"
9479,calkai123,2023-01-29 17:19:13+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】ポッカサッポロ 加賀棒ほうじ茶 525ml×24
【割引】￥400OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/U4ZizVDbhA"
9480,calkai123,2023-01-29 17:19:06+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】ウィズフェム よもぎ温座パット オーガニックコットン 温活 よもぎ蒸し フェムケア (よもぎパッド＋専用発熱体) 6回分
【割引】10%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ドラッグストア
https://t.co/fjOIUYdzfr"
9481,calkai123,2023-01-29 17:19:00+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】【https://t.co/HDRdvZJMmp限定】伊藤園 ラベルレス 強炭酸水 レモン 500ml×24本 シリカ含有
【割引】15%OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/PWmg2LK6zg"
9482,calkai123,2023-01-29 17:18:54+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】NILE ヘアミルク 洗い流さないトリートメント ミドルダメージ シルキースムース95ml（アップルフラワーの香り）
【割引】￥300OFF！
#アマゾン #Amazonプライム #AmazonPrime #ビューティー
https://t.co/bZHUEqB6YU"
9483,calkai123,2023-01-29 17:18:48+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】アイリスオーヤマ 布団乾燥機 ふとん乾燥機 布団2組・靴2組対応 ダニ退治 カラリエ メーカー保証付き 温風機能 マット不要 ツインノズル ホワイト FK-W1-WP
【割引】￥1,000OFF！
#アマゾン #Amazonプライム #AmazonPrime #ホーム&amp;キッチン
https://t.co/hx3S7OEwbU"
9484,BotPCParts,2023-01-29 17:18:42+00:00,0,Inventory Bot PC Parts,"[$106.91]
ASUS Prime Z590-P LGA 1200 (Intel® 11th/10th Gen) ATX Mother
Source: Amazon Checker v3D
Reason: Amazon Warehouse

Get the Inventory Bot app to be notified 2 minutes faster

🛒: https://t.co/EhiC0pDCdI
12:16:34.8180 PM EST #Ad

https://t.co/aKKD8LEVsy"
9485,BotInventory,2023-01-29 17:18:42+00:00,0,TheInventoryBot,"[$106.91]
ASUS Prime Z590-P LGA 1200 (Intel® 11th/10th Gen) ATX Mother
Source: Amazon Checker v3D
Reason: Amazon Warehouse

Get the Inventory Bot app to be notified 2 minutes faster

🛒: https://t.co/h1pNbXjMAA
12:16:34.8180 PM EST #Ad

https://t.co/zd44wvlv4a"
9486,calkai123,2023-01-29 17:18:42+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】[Amazon限定ブランド] #like アサヒ おいしい水 天然水 ラベルレスボトル 2L×9本
【割引】5%OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/8aA3fLChjQ"
9487,calkai123,2023-01-29 17:18:37+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】[エーシーバイアルファキュービック] アルファブリック ライトテーパードパンツ レディス354009 レディース
【割引】￥1,500OFF！
#アマゾン #Amazonプライム #AmazonPrime #すべて
https://t.co/W2DI4SAqyH"
9488,calkai123,2023-01-29 17:18:31+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】[Amazon限定ブランド] キリン LAKURASHI 自然が磨いた天然水 2リットル ペットボトル ミネラルウォーター × 9本
【割引】10%OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/EcJWuRVNQf"
9489,calkai123,2023-01-29 17:18:25+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】【https://t.co/HDRdvZJMmp限定】伊藤園 ラベルレス 強炭酸水 500ml×24本 シリカ含有
【割引】10%OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/Mc2QI1L3Tm"
9490,calkai123,2023-01-29 17:18:19+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】【指定第2類医薬品】エスタックイブNT 18錠 ※セルフメディケーション税制対象商品(使用期限2023/9/30)
【割引】20%OFF！
#アマゾン #Amazonプライム #AmazonPrime #ドラッグストア
https://t.co/CgdLOlYD97"
9491,babarali_77,2023-01-29 17:18:11+00:00,1,Twitter for iPad,"@OnePlus_IN My Answers: 
1. Youtube
2. Netflix
3. Disney+Hotstar
4. Amazon Prime Video

#OnePlusTVQ2Pro #OnePlusTV @OnePlus_IN"
9492,Fantastic5Beaut,2023-01-29 17:18:05+00:00,2,Twitter for iPhone,@heat_bm Amazon Prime Video
9493,thecroftfan_,2023-01-29 17:18:02+00:00,0,Twitter for Android,@illynecosplay @tombraider @AmazonPrime_RP @AMZNGameStudios @CrystalDynamics Great cosplay! 💚🤎
9494,GirlZiti,2023-01-29 17:17:51+00:00,1,Twitter for Android,"@koobabieeee Not much. It used to be a decent steaming  app, but like most things with Amazon these days they want you to upgrade upgrade upgrade. I've removed the Amazon music  I'll probably move Amazon videos and then finally cancel Prime membership. Just becoming too costly and unnecessary"
9495,CustomPC_UK,2023-01-29 17:17:44+00:00,2,Twitter Web App,"MSI GeForce RTX 3080 VENTUS 3X PLUS 10GB GPU

🛒 https://t.co/5AmLEFE4VS
Currently £763.48 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9496,katmcgoldrick,2023-01-29 17:17:40+00:00,1,Twitter for iPhone,🚨psa🚨 freaks and geeks is on amazon prime again
9497,BotInventory,2023-01-29 17:17:19+00:00,0,TheInventoryBot,"[$106.47]
ASUS Prime B660M-A D4 LGA 1700(Intel 12th Gen) mATX Motherbo
Source: Amazon Checker v3D
Reason: Amazon Warehouse

Get the Inventory Bot app to be notified 2 minutes faster

🛒: https://t.co/hgRwCIjdsQ
12:15:17.5280 PM EST #Ad

https://t.co/aARYoCcEoA"
9498,BotPCParts,2023-01-29 17:17:19+00:00,0,Inventory Bot PC Parts,"[$106.47]
ASUS Prime B660M-A D4 LGA 1700(Intel 12th Gen) mATX Motherbo
Source: Amazon Checker v3D
Reason: Amazon Warehouse

Get the Inventory Bot app to be notified 2 minutes faster

🛒: https://t.co/uKsPMPTc3U
12:15:17.5280 PM EST #Ad

https://t.co/uJBKlSoW8i"
9499,__breannaaa,2023-01-29 17:17:00+00:00,2,Twitter for iPhone,@YannaMichelle_ Evil lives here. I watched it on Amazon prime
9500,CustomPC_UK,2023-01-29 17:16:29+00:00,1,Twitter Web App,"Corsair Vengeance RGB PRO SL 16GB DDR4 3600MHz RAM

🛒 https://t.co/l0bqX4CCJz
Currently £66.98 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9501,fihryn54,2023-01-29 17:16:19+00:00,3,Twitter for Android,oglądam film na jakiejś pirackiej stronie i wtf czego raz napisy są po polsku raz po angielsku a raz po chińsku 🫠 może trzeba było kupić jednak ten Amazon prime
9502,rebajazos,2023-01-29 17:16:15+00:00,0,Make (formerly Integromat),"🎯 Descuento y envío Prime, en este biberón Philips Avent Natural de 260ml #Publi #Amazon

⭕️ Ahora: 7,99€ 
🛒 Aquí: https://t.co/r5MOItVyQn

#DescuentoPrime  #EnvíoPrime  #BiberonPhilipsAvent https://t.co/M5evm9K5zf"
9503,Ofertapremium,2023-01-29 17:16:14+00:00,0,Make (formerly Integromat),"🎯 Descuento y envío Prime, en este biberón Philips Avent Natural de 260ml #Publi #Amazon

⭕️ Ahora: 7,99€ 
🛒 Aquí: https://t.co/uWuEBahSqi

#DescuentoPrime  #EnvíoPrime  #BiberonPhilipsAvent https://t.co/lcbCnFPX3G"
9504,Cholloterapia,2023-01-29 17:16:13+00:00,0,Make (formerly Integromat),"🎯 Descuento y envío Prime, en este biberón Philips Avent Natural de 260ml #Publi #Amazon

⭕️ Ahora: 7,99€ 
🛒 Aquí: https://t.co/Id4E0SJusp

#DescuentoPrime  #EnvíoPrime  #BiberonPhilipsAvent https://t.co/c9JHnEoPyI"
9505,MichaelLRoss7,2023-01-29 17:15:52+00:00,0,Twitter Web App,"@MegStEsprit Then let them watch 12 Years a Slave, Amazon Prime"
9506,AmazonHelp,2023-01-29 17:15:37+00:00,0,Sprinklr,"@AppNNN Amazon公式です。ご迷惑をおかけしております。
Prime Videoのご利用に問題が発生している場合には、カスタマーサービスにて詳細確認をさせていただければと存じます。お手数ですが以下のリンクより選択可能な方法でお問い合わせいただけますでしょうか。
https://t.co/AVbSzKbOO0 福成"
9507,twiterscroller,2023-01-29 17:15:33+00:00,2,Twitter for Android,"💥Amazon Prime Air cargo service launched in India 

#amazon #amazonprimeair #primeair #amazonindia #primeairindia #twitterscroller https://t.co/Nmq9MVGzz7"
9508,GeekInformativo,2023-01-29 17:15:32+00:00,0,Twitter Web App,Amazon esta preparando una serie live-accion de Tom Raider que llegaria a prime video https://t.co/YrpqRV2Ox2
9509,DeporCoOficial,2023-01-29 17:15:32+00:00,0,Besocy_Oficial,¿Tiembla The Last of Us? Amazon Prime está trabajando en una serie de Tomb Raider https://t.co/AnspljPtcN
9510,LS_Shopping,2023-01-29 17:15:09+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 L'erboristica Maschera Olio Di Cocco, 200ml

🛒 https://t.co/OMhz5NztDz

💰 A soli 5,31 invece di 8,19
💸 Risparmi 2,88 (36%)
🛒 Spedizione Gratuita con Amazon Prime 

#Bellezza #Trattamenticorpoedesfolianti"
9511,CustomPC_UK,2023-01-29 17:14:45+00:00,1,Twitter Web App,"AMD Ryzen 9 5900X Processor

🛒 https://t.co/3demJzaMrH
Currently £318.00 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9512,0xMaveryk,2023-01-29 17:14:27+00:00,1,Twitter Web App,Amazon prime members buying their first NFT ever on amazon nft marketplace will buy what types of nfts?
9513,momo51222032,2023-01-29 17:13:55+00:00,0,gas_bot01,"Amazon Prime
対象チャンネルが2ヶ月10円
正月番組に飽きたらhttps://t.co/eAOMChZafv
0130: 0213
#ad"
9514,CustomPC_UK,2023-01-29 17:13:53+00:00,1,Twitter Web App,"Crucial P3 1TB M.2 PCIe 3.0 SSD

🛒 https://t.co/mzibTs0QgA
Currently £61.67 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9515,SheethalS5,2023-01-29 17:13:29+00:00,1,Twitter for Android,@JC_WalkerLister Amazon Prime
9516,FranksLawnmower,2023-01-29 17:13:27+00:00,0,Twitter for iPhone,"#ShotgunWedding on #AmazonPrime is corny &amp; cute &amp; worth the watch…
💕 @JENCOOLIDGE’s 💕character Carol is a poorer but still fashionable White Lotus 🪷 Tanya. #AmazonPrimeVideo https://t.co/6jHDmNjbBz"
9517,AmazonHelp,2023-01-29 17:13:04+00:00,0,Sprinklr,"@mbaisathya We get your query. However, we are always adding new content to the Amazon Prime Video library. Kindly stay tuned to our website for further updates. We appreciate your understanding in this regard. 
-Anjali"
9518,AppNNN,2023-01-29 17:13:03+00:00,0,Twitter Web App,"Amazon Prime Videoの軽微なバグっぽい挙動見つけた。
マイアイテムのページで動画をマウスでホバー→ドラッグして離すと、ホバーエフェクトが残ったままになる。
こう言うのがあるからwebって大変なのよね。。。"
9519,maldonadoecono,2023-01-29 17:12:50+00:00,0,Twitter for iPhone,"@amazon Still waiting you explain why you overcharge prime account holders. Shouldn’t be the opposite? Prime clients should have BETTER DEALS, not worse. That is why your monopoly MUST END. Shame on you @amazon"
9520,altybelle,2023-01-29 17:12:49+00:00,1,Twitter for Android,"Eu quero assistir Twin Peaks, daí a Amazon fala que eu preciso do Prime...

MAS EU TENHO A PORRA DA ASSINATURA ANUAL DO PRIME, DESGRAÇA."
9521,CustomPC_UK,2023-01-29 17:12:30+00:00,1,Twitter Web App,"WD_BLACK SN850X 1TB PCIe 4.0 SSD

🛒 https://t.co/LNU13Wc37O
Currently £109.48 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9522,gunnersgeo,2023-01-29 17:11:14+00:00,0,Twitter for Android,"@tempelixir Yeah, it's on Amazon prime"
9523,according2akc,2023-01-29 17:11:11+00:00,0,Zapier.com,"NEW YOUTUBE VIDEO ALERT! JANUARY AMAZON MUST HAVE KID PRODUCTS #amazonfinds #amazonprime #amazon links in comments. Click here to watch it now https://t.co/9RLPqOs0DB Share, like, comment, sub!! #blackyoutuber #newvideo #motherhood https://t.co/zJWqkmUW6F"
9524,bookcat96,2023-01-29 17:11:02+00:00,0,ブクログ(booklog.jp),"AmazonPrimeで視聴

ルパン三世VSキャッツ・アイ

1981年、東京。昼は喫茶店を営...『ルパン三世VSキャッツ・アイ』  https://t.co/w6KbdYlpOj"
9525,hanchou0120,2023-01-29 17:10:59+00:00,0,hanchanss,"➡おすすめのAmazonprimeのアニメです

✔軌道樹の旅
https://t.co/rODMfwS6oI
#ad"
9526,CustomPC_UK,2023-01-29 17:10:54+00:00,1,Twitter Web App,"Lian-Li O11 Dynamic Mini Snow Edition

🛒 https://t.co/Pb5Ri4I3Rd
Currently £124.98 *price and stock availability can change daily* #ad

Amazon Prime Free 30 Day Trial https://t.co/qZn3WzzW1o

#Gaming #PCGaming #Amazon #Twitch #Workstation"
9527,TYazawa19,2023-01-29 17:10:28+00:00,0,Botbird tweets,"【もういっぽん！】
Prime Videoなら「もういっぽん！」が見放題！
さらに今ならAmazon Prime30日間無料で体験できるキャンペーンも実施中！
このチャンスにイッキ見しちゃおう♪

#もういっぽん 
#PrimeVideo  
#Amazon 

⬇️詳しくはコチラ⬇️
https://t.co/w3aiD2pIpq
67"
9528,tornado_fan,2023-01-29 17:10:26+00:00,1,Twitter Web App,@stormchasernick I didn't know the game was on Amazon Prime.  :)
9529,RamachandranMS4,2023-01-29 17:10:21+00:00,2,Twitter for Android,"@w_karve Amazon prime, Disney hotstar (only animated Disney movies) are having 
Short films"
9530,Loic_m4,2023-01-29 17:10:21+00:00,1,Twitter Web App,@illynecosplay @tombraider @AmazonPrime_RP @AMZNGameStudios @CrystalDynamics C'était intéressant ce qu'ils avait fait avec Under World
9531,exileddragon03,2023-01-29 17:09:15+00:00,0,Twitter for iPhone,What do you do if @amazon  @AmazonNewsUK say a parcel was delivered directly to customer but it clearly wasn’t and is a lie? Looking at their policy. Not much you can do for at least 24hrs or ever. #amazon #Bracknell #uk #AmazonPrime #amazonlie
9532,JhulianRoberta,2023-01-29 17:08:15+00:00,1,Twitter for Android,"E meus pais falando ""ah vms assintir no primo"" ai eu oq q é ""primo??"" Ai eles toda hora ""primoo poww, nao tem a Netflix? Tem o Primo"" aiii dps fui entender kqkkqkqkkk é PRIME, amazon prime"
9533,darth_bulpe,2023-01-29 17:07:43+00:00,0,Twitter for Android,39. Odd Thomas: cazador de fantasmas (2013) 5/10. Amazon Prime Video. https://t.co/5VhF6B8pEQ
9534,1GaDawg85,2023-01-29 17:07:13+00:00,1,Twitter for iPhone,"@DonLuiG See I would like Cap One more if they didn't triple pull on credit apps. That just annoys the piss out of me. 

Between my Elan Max Cash Perferred, Wells Fargo Autograph, AOD 3%, Amazon Prime Visa, and Discover. I get most of my spend covered."
9535,punk6529,2023-01-29 17:07:11+00:00,219,Twitter Web App,"5/ My expectation for the poster is ""I will stick up in the kitchen and ideally I won't splatter tomato sauce on it, but if I do, Amazon Prime is just a click away""

It is an unlimited edition poster, you can replace it whenever you want, it is not a Part of Art History."
9536,_TeamLindsey,2023-01-29 17:06:30+00:00,0,Twitter for iPhone,Watch Searching on Amazon prime
9537,DelphineMusic,2023-01-29 17:06:26+00:00,0,Twitter for iPad,"TV licence rules for Sky, Netflix, Amazon Prime and other streaming services
… when you DON’T hace to pay it 😄 https://t.co/tNVYtSfpfB"
9538,brendistofeless,2023-01-29 17:06:17+00:00,20,Twitter for Android,"Busco persona con Amazon Prime Video para amistad sincera y desinteresada 👉🏻👈🏻
Yo ofrezco todas las demás plataformas jajaja pero me niego a contratar otra más 🥲"
9539,MrsMDanvers,2023-01-29 17:06:12+00:00,3,Twitter Web App,"@greta If you really want to learn about the Holocaust, I suggest watching Getting Away With Murder(s). It's over 2 hrs long and an intensive, well done doc. You can stream it on Amazon Prime or Peacock."
9540,jellycaaakes,2023-01-29 17:05:45+00:00,32,Twitter for iPhone,why would amazon prime make the first shrek movie unavailable THEY ARE RUINING MY MOOD!!!!!! ☄️🔥🧌🔥🔥🧌🔥☄️☄️🧌🧌🧌☄️🔥🔥🔥🔥
9541,doutalkmuch,2023-01-29 17:05:04+00:00,0,IFTTT,"Sometimes it's the silence that speaks the loudest 😂 | Harlem

#amazon #amazonprime #tvshow #movie #drawlinesmisfts #talkmuch #entertainment

https://t.co/nQEI6EBZUK https://t.co/3Z5cZXTw84"
9542,worldofvcp,2023-01-29 17:03:50+00:00,4,Twitter for iPhone,"#support #book #READ_MORE #readerscommunity #availablenow #AmazonPrime  #BarnesAndNoble #writerslife #writing #WritingCommunity #Writer #writerslift #writerscommunity 
#Creative #author #WritersCafe #AuthorsOfTwitter #AuthorUpROAR #Readers #readersoftwitter #Reader https://t.co/skoefVFKQX"
9543,newsforchinese,2023-01-29 17:03:39+00:00,0,Revive Social App,Amazon結束Prime會員免費食品雜貨配送 https://t.co/XG4A6OR1ZP
9544,AlienEye24,2023-01-29 17:02:29+00:00,0,Twitter for Android,"@OnePlus_IN YouTube, Disney+Hotstar, Netflix, Amazon Prime Video #OnePlusTVQ2Pro #OnePlusTV"
9545,beacn,2023-01-29 17:02:23+00:00,394,Metricool,"Hey Canada 👋 We're on https://t.co/RlllYO3WY2! You can now pick up BEACN Mic, BEACN Mix Create, and BEACN Mix on Amazon Canada and in the US with Prime delivery.

BEACN Mic: https://t.co/HGSm6tUWvI
BEACN Mix Create: https://t.co/mmf5BFenmY
BEACN Mix: https://t.co/XJqwAxT75J https://t.co/oTsH6Yt1Mr"
9546,DavidGaku,2023-01-29 17:02:14+00:00,1,Twitter for iPhone,"Amazon Prime vs Showmax

Which wins in content and variety?"
9547,JRoachAuthor,2023-01-29 17:02:08+00:00,1,RADAAR,"Stuck at home? Grab a new book! Prime delivery from Amazon.

#thrillerbooks #instagood #readers #OBP https://t.co/kx1KRmKpPx"
9548,com18769910,2023-01-29 17:02:04+00:00,0,Botbird tweets,"現在、特別Sale価格にて販売中♪
NIKE(ナイキ) メンズ スウェットパンツ ロングパンツ！
https://t.co/wjkHkibAky
primeでamazonの倉庫からの発送になります！安心ですね！
普段着でもトレーニング議着でもOK(^^♪"
9549,brecherobr,2023-01-29 17:02:02+00:00,0,brecherowebsite,"Amazon Prime Video da luz verde a una serie de ‘Tomb Raider’ - 
Más: https://t.co/JL4GrDRhbq https://t.co/mpPhIMJM9I"
9550,amt_descontos,2023-01-29 17:01:40+00:00,0,IFTTT,"✨ CUPOM DE DESCONTO AMAZON! ✨

https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1
https://t.co/6Z4LuAcnY1

Pegue aqui os melhores cupons de descontos para economizar muito na Amazon!

#Oferta #Cupom #Cupons #Desconto #CupomDeDesconto #Promoção #AmazonPrime #Amazon
 January 29, 2… https://t.co/EOCLsUA3HM"
9551,Tommygunner,2023-01-29 17:01:18+00:00,1,Twitter Web App,"LOL: Last One Laughing
Dit is echt het leukste programma van de afgelopen jaren. Waar blijft deel 2?
#lastonelaughing #AmazonPrime"
9552,RenoCortez2,2023-01-29 17:01:10+00:00,0,Twitter for Android,"Listo dale Yo pongo y complemento con Amazon prime, con win y con Disney, y lo demás que necesites jaja!!."
9553,LasVerdadesNET,2023-01-29 17:01:08+00:00,0,Jetpack.com,La principal influencia de ‘Decision to Leave’ es este magistral drama romántico que se puede ver en Amazon Prime Video https://t.co/CkubPRTL1M
9554,soccermamax2,2023-01-29 17:01:03+00:00,0,Twitter for iPhone,Movie Recommendation! VENGEANCE with BJ Novak on Amazon Prime.
9555,nodramadon,2023-01-29 17:00:54+00:00,0,Twitter for Android,@MadScientistFF #TheExpanse on #AmazonPrime from #AmazonStudios.
9556,LS_Shopping,2023-01-29 17:00:12+00:00,1,IFTTT,"📉 MINIMO STORICO 📉

📍 Tommy Hilfiger Tjm Reg Authentic Block Crew Felpe, Silver Grey Htr, L Uomo

🛒 https://t.co/5vVK0aqS3A

💰 A soli 49,00 invece di 99,90
💸 Risparmi 50,90 (51%)
⭐️⭐️⭐️⭐️ 3.50 / 5.00 stelle su 8 recensioni
🛒 Spedizione Gratuita con Amazon Prime 

#Moda …"
9557,LS_Shopping,2023-01-29 17:00:11+00:00,0,IFTTT,"📍 Fila Disruptor Kids, Scarpe da Ginnastica, Bianco, 36 EU

🛒 https://t.co/azR5kYjKHS

💰 A soli 41,30 invece di 85,00
💸 Risparmi 43,70 (52%)
2,633 Recensioni: 4.6 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #Sneakercasual"
9558,LS_Shopping,2023-01-29 17:00:11+00:00,0,IFTTT,"📍 Tommy Hilfiger T-Shirt Uomo Core Tommy Logo Tee Con Scollo Rotondo, Blu (Sky Captain), S

🛒 https://t.co/KMmlbzLa76

💰 A soli 33,99 invece di 49,90
💸 Risparmi 15,90 (32%)
15,565 Recensioni: 4.6 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #T-shirt"
9559,LS_Shopping,2023-01-29 17:00:11+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 PUMA Smash V2, Scarpe da Trail Running Unisex-Adulto, Castlerock Black White, 37 EU

🛒 https://t.co/ECoSEKjN89

💰 A soli 25,99 invece di 59,95
💸 Risparmi 33,96 (57%)
36,852 Recensioni: 4.5 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#…"
9560,K12readinglist,2023-01-29 17:00:08+00:00,2,Make (formerly Integromat),Amazon Prime Student 6 month free trial deals offer exclusive deals and promotions for college students with free two day shipping. Ideal for college textbooks. #EdChat #freshman #ad https://t.co/Z4qHnF8Udg
9561,Hayashi_masako,2023-01-29 17:00:05+00:00,0,Twitter Web App,The TV series of Aidan Turner's Leonardo Da Vinci 'Leonardo' is on Amazon Prime JP.  I enjoyed 8 episodes in 2 days.  A masterpiece!
9562,etechmarketing,2023-01-29 17:00:02+00:00,0,TweetDeck,"Thinking of hiring an Amazon virtual assistant?
What services we provide
PPC Campaigns
Product Listing &amp; Ranking
Customer Support
Order Management
Listing Optimization
Account Health Management
Product Research and Hunting
Brand and Distributor Approval
#amazon #amazonprime https://t.co/sjaBFJ3hlU"
9563,kakicchysmusic6,2023-01-29 16:59:34+00:00,0,twittbot.net,"https://t.co/MaMFRaEuwW: Nearly Classic, But Not Same: kakicchysmusic: MP3 Downloads https://t.co/gVn2UwGl4f #Amazon #Prime"
9564,GooglePixelFan,2023-01-29 16:59:28+00:00,1,Twitter for Android,"Breaking News; Amazon is reportedly getting into the internet race with a Starlink satellite system

https://t.co/5GyOPnttsE

#news #Amazon #AmazonPrime"
9565,VanCaelum,2023-01-29 16:59:19+00:00,0,Twitter for Android,@ocromia @OoC_HatersDalas Pero si para una subscripción en su canal  tienes que tener Amazon Prime o pagar con tarjeta de crédito melón
9566,AmazonHelp,2023-01-29 16:58:48+00:00,0,Sprinklr,@AnthonyFendley 2/2  They are limited to certain products sold by Amazon or third-party sellers participating in Prime on the Amazon website and to certain products on third-party websites that offer Prime delivery benefits. You can find more information here: https://t.co/jdq2BEXCqU. - Carina
9567,cheaterbag,2023-01-29 16:58:44+00:00,2,IFTTT,"RT wireditalia ""Su Amazon Prime Video arriva la seconda, attesissima, stagione della serie animata fantasy ispirata a Dungeons &amp; Dragons https://t.co/0yKo8cPYbB"""
9568,ryankakiuchan,2023-01-29 16:58:23+00:00,13,Twitter for iPhone,"🚨🚨🚨

The live-action film adaptation of the famous Japanese manga series The Silent Service (沈黙の艦隊) will premiere in Japanese theaters on Sept. 29, 2023, and will be streamed on Amazon Prime Video.

https://t.co/aNjJ2pu2J3"
9569,SunnyKohen,2023-01-29 16:57:53+00:00,0,Twitter for Android,@ProfDemirtas Amazon Prime: Tales from the Loop
9570,TylerLHickman,2023-01-29 16:57:32+00:00,1,Twitter Web App,"#FallingSonsFilm full 4k trailer here for your viewing pleasure! Rent or buy this heartfelt dramedy. Available on #AmazonPrime Friday, February 3rd!

#film #movie #comedy #drama #dramedy #indiefilm #independentfilm #films #movies #prime #amazon #streaming

https://t.co/rt7QHB0aGI"
9571,ates4444v,2023-01-29 16:57:31+00:00,0,Twitter for iPhone,theatre lo telugu lo choosamu gaa n amazon prime lo koodavundhi gaa
9572,gufsuf,2023-01-29 16:57:30+00:00,1,Twitter for Mac,"@khagendraLC Hello Khagendra ji, Please put this movie in online streaming such as Netflix, Amazon Prime so that people who in aboard can watch it too. We don’t mind paying for quality movies like this. Thank you."
9573,oku_yungx,2023-01-29 16:57:07+00:00,0,Twitter for Android,@deslilym Amazon prime videos
9574,flagstad_bog,2023-01-29 16:57:03+00:00,0,Twitter for Android,Señores @ClaroTeAyuda me están cobrando en mi factura postpago un cargo de Amazon prime que nunca he solicitado y que menos estoy disfrutando... solicito de inmediato que corrijan la factura!!!
9575,nico_wan_kenobi,2023-01-29 16:56:48+00:00,1,Twitter for iPhone,@illynecosplay @tombraider @AmazonPrime_RP @AMZNGameStudios @CrystalDynamics Ah mince… bah tu ne les fait pas… sinon tu peux jouer la maman de Lara dans un flashback ou alors Jacqueline Natla la méchante du premier TR 🤣🤣🤣✌️
9576,waka_hitochan01,2023-01-29 16:56:44+00:00,0,twittbot.net,"Amazon Prime Videoは、世界中の映画やテレビ番組を視聴できるストリーミングサービスです。Prime会員になれば、追加料金なしで視聴することができます。独占的な作品やオリジナル作品も多数あります。

https://t.co/m6FBJYma5x"
9577,M_Hattinguais,2023-01-29 16:56:37+00:00,0,dlvr.it,"Prime Video : avec ce nouveau deal, Amazon veut fonder une saga aussi puissante que le MCU https://t.co/go8t6jsiON https://t.co/T3otArqq1X"
