,User,Date Created,Number of Likes,Source of Tweet,Tweet
3927,nagyniki69,2023-01-31 22:56:07+00:00,1,Twitter for iPhone,"@QuinnNoelle94 My crush 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3928,QuinnNoelle94,2023-01-31 22:56:06+00:00,1,Twitter for iPhone,"@WarriorNun123 That is a good point!
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
3929,IanKong5,2023-01-31 22:56:06+00:00,0,Twitter for Android,8. Junji ito maniac. A Netflix anime anthology by studio Deen who made junji ito collection back in 2016. This is one of the creepy episode I ever seen. And the best part is I'm really glad to hear that Funimation dub cast did reprise the role. Also it has 20 short story. 7/10. https://t.co/dEzD4TdrVB
3930,JornalMundoNew3,2023-01-31 22:56:06+00:00,0,Twitter for Android,"Um grupo de 42 famílias de vítimas do incêndio na Boate Kiss estuda ir à Justiça contra a Netflix. O motivo é a série ficcional Todo Dia a Mesma Noite, que retrata a história.      *Jornalista Michael Santos* lamenta pela tragédia e pelo ocorrido com os familiares. https://t.co/BCxekLEqhi"
3931,jwindy78,2023-01-31 22:56:05+00:00,0,Twitter Web App,@avanunice @JustJared poll finally ended today and #WarriorNun won it with over 33% of the votes that totaled over 800k votes. Another accomplishment for #SaveWarriorNun  NETFLIX REVERSE YOUR DECISION
3932,DogosoHim,2023-01-31 22:56:03+00:00,1,Twitter Web App,"@fenekito qualquer coisa msm, quero ver uns négocio bom

Putz tenho netflix, globo play e amazon, mas se nao achar no streaming eu baixo no torrentzão kakaka"
3933,fymarmen,2023-01-31 22:56:03+00:00,2,Twitter for Android,"Love!
#SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
3934,LotusMMA,2023-01-31 22:56:03+00:00,2,Twitter for Android,"@Monsneaks Til I watched that show on Netflix, I didn't know he was born in Japan to Korean parents. Making him zainichi. Went down a rabbit hole"
3935,JoseJoestaar,2023-01-31 22:56:02+00:00,3,Twitter for iPhone,"It’s a rom-com from Netflix, so it’s very generic and very predictable, but I did enjoy this a little. Very flawed movie, but there are some good scenes in which they actually made me laugh. But overall is just a mid movie, 5/10"
3936,AffableElk,2023-01-31 22:56:02+00:00,0,Twitter Web App,@nohassle_castle Beatrice must know...  NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
3937,kingAnudeep,2023-01-31 22:56:01+00:00,4,Twitter for Android,"No matter how hard @JamesGunn tries, he could never tops this. Before its too late 
#SellSnyderVerseToNetflix #RestoreTheSnyderVerse𓃵 @wbd @WBHomeEnt @netflix @warnerbros @wbpictures @DavidsZaslav https://t.co/PzzzTn7Hn5"
3938,FlixbossCA,2023-01-31 22:56:01+00:00,0,Flixboss Canada,"#Netflix series of the day: Cobra Kai (IMDb 8.5)
Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to t...
Link: https://t.co/Iy9pLdfnlp
#WhatToWatch #NetflixCanada #NetflixCan #TVseries #TVshows"
3939,anncathmo,2023-01-31 22:56:01+00:00,1,Twitter for Android,"@avatriceee NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3940,bea_burner,2023-01-31 22:56:01+00:00,2,Twitter for Android,"Helping uncle Simon boiii
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
3941,fedetuffs,2023-01-31 22:56:00+00:00,0,Twitter Web App,@lidongomez999 Esto es como ver Netflix
3942,artisanalbxtch,2023-01-31 22:55:58+00:00,0,Twitter for iPhone,"Netflix has great French, German, Scandinavian, Dutch shows/films and I need someone to do breakdowns with😩"
3943,MalwinaTyranska,2023-01-31 22:55:57+00:00,0,Twitter for iPhone,"@angrytrashacct Best article I've read about #WarriorNun 
#SaveWarriorNun 

NETFLIX REVERSE YOUR DECISION"
3944,e_warriornun,2023-01-31 22:55:56+00:00,2,Twitter for iPhone,"@nada_mb10 @WarriorNunKTY I think the same

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3945,caseface0733,2023-01-31 22:55:55+00:00,0,Twitter Web App,@Fenty__Q Doggy and missionary then Netflix and chill
3946,JustMe_CanDo,2023-01-31 22:55:54+00:00,1,Twitter for iPhone,@AlicePaulina12 Doggy while watching Netflix. I’m a multi-tasker.
3947,godswlwwarrior,2023-01-31 22:55:53+00:00,0,Twitter for iPhone,"👀👀👀 lookin respectfully 

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
3948,QuinnNoelle94,2023-01-31 22:55:53+00:00,1,Twitter for iPhone,"@pinksasquatch24 🤣🤣🤣 Now it is a Lilith subtweet
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
3949,anncathmo,2023-01-31 22:55:52+00:00,1,Twitter for Android,"@incorrectwn NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3950,alltoowelIt,2023-01-31 22:55:51+00:00,0,Twitter for iPhone,to fula da vida pq não vou conseguir ver teen wolf até arranjar netflix de novo
3951,anncathmo,2023-01-31 22:55:45+00:00,0,Twitter for Android,"@Jereczko97 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3952,defo_notkeyy,2023-01-31 22:55:45+00:00,3,Twitter for iPhone,"@ellb2005 @netflix @NetflixUK we’ve been patient,literally just give us the month idc we need smth"
3953,1pujJDVPyl7fLMj,2023-01-31 22:55:44+00:00,54,Twitter for Android,"#1月を写真4枚で振り返る

職場の定期検査で陽性判定(Tの部分、色が薄くても陽性🥲)になったり
やむを得ず自宅でNetflix三昧になったり親戚からお見舞いが届いたり珍しく大雪が降ったり…の1月でした。 https://t.co/8uFrZLyues"
3954,thesameJay,2023-01-31 22:55:43+00:00,4,Twitter for iPhone,"@ahicks83 @SimonDavisBarry @TonteriYoung @WilliamMiller @netflix @SpoilerTV Bravo, thank you for joining the fight. #Savewarriornun https://t.co/FQS3exxSo2"
3955,bigtoastisbest,2023-01-31 22:55:43+00:00,0,Twitter for Android,@QuinnNoelle94 We will just have to form an alliance and then backstab everyone else. #SaveWarriorNun NETFLIX REVERSE YOUR DECISION
3956,lvgdssvldn,2023-01-31 22:55:43+00:00,0,Twitter for Android,"wtf naa nay chainsaw man sa netflix, ngano karun paman ??!?!?!"
3957,PicnicKDM,2023-01-31 22:55:41+00:00,0,Conte.ai,"Netflix decides not to release completed genre films The Inheritance and House/Wife.
 In a surprising move, Netflix has decided not to release the completed genre films The Inheritance (directed by Alejandro Brugués) and House/Wife (directed by Danis Go https://t.co/CntTRUz3XH"
3958,fabiolaoc2,2023-01-31 22:55:41+00:00,0,Twitter for iPhone,"“So, the best everyone involved with the campaign can do is not to stop. Keep charging ahead because you are being heard” Go and read loves, this article is amazing! Keep fighting! #WarriorNun #SaveWarriorNun NETFLIX REVERSE YOUR DECISION"
3959,NataStanca91,2023-01-31 22:55:39+00:00,1,Twitter for Android,@amariMarisa Netflix
3960,AlThomo246,2023-01-31 22:55:39+00:00,1,Twitter for Android,"@QuinnNoelle94 Gibberish central here we come
NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun https://t.co/6fGRvptLnL"
3961,ChillestBot,2023-01-31 22:55:38+00:00,0,Chillest Bot,Why does Netflix only know
3962,elosnk,2023-01-31 22:55:38+00:00,1,Twitter for Android,"hot or cold weather?

#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
3963,CaroEscamilo,2023-01-31 22:55:37+00:00,0,Twitter for Android,Heterosexual NETFLIX REVERSE YOUR DESICION #SaveWarriorNun #WarriorNun
3964,Feitnys2,2023-01-31 22:55:37+00:00,1,Twitter for Android,"@megumiswan Esse elenco tá muito bom kkkkkkkkkkk
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
3965,Deorro,2023-01-31 22:55:36+00:00,2,Twitter for iPhone,@B_Primal netflix friend
3966,EvertonDesigns,2023-01-31 22:55:34+00:00,11,Twitter for iPhone,"Said this a few times, be a Netflix documentary about us in a couple of years"
3967,quijote181020,2023-01-31 22:55:34+00:00,0,Twitter for Android,@XatakaMexico Perderán miles de clientes.  Netflix no vale lo que cobra.
3968,shdwdancr,2023-01-31 22:55:34+00:00,0,Twitter for Android,"Lucy is asking politely -

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun https://t.co/jBtElg1Bjt"
3969,giraffeseburoM5,2023-01-31 22:55:31+00:00,13,Twitter for Android,"今さらだけど、Netflixの　#賢い医師生活　韓国語字幕が見られるようになってる👀✨
韓国語の勉強めっちゃしやすい!!!!!
感動!!!!!!!! https://t.co/vrRc9S8gWD"
3970,itsyiliaan,2023-01-31 22:55:31+00:00,0,Twitter for iPhone,C’est quand que Wil Aime nous fais son comeback avec une série Netflix ??
3971,ArunSin86436184,2023-01-31 22:55:30+00:00,0,Twitter Web App,@JioCinema bhoot ganda platform hai koi koi bekar si movie release krne mein itna time lgate ho toh movies k writes lete hi kyun ho jese vikram vedha or bhediya abhi tk nhi aayi jab bas ki hoti nhi hai toh ptani kyun muh uthake aajate hai isse acha netflix hai time se toh release
3972,EllieWilliamsTL,2023-01-31 22:55:30+00:00,3,Twitter for Android,"@nada_mb10 Yes, I believe that healthy love should give us peace and mental stability.

NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
3973,anncathmo,2023-01-31 22:55:29+00:00,0,Twitter for Android,"@avanunice keep fighting
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3974,SemanarioArg,2023-01-31 22:55:28+00:00,0,SEMANARIO ARGENTINO DE MIAMI,Series y películas que llegan a Netflix en Febrero -  -https://t.co/4J55KwzAzC
3975,diviniumtarask,2023-01-31 22:55:27+00:00,0,Twitter for Android,"@sarajoronne Paper
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
3976,agustdontop,2023-01-31 22:55:24+00:00,2,Twitter for Android,"@chartdata Justo me sale el ost en Netflix, congratulations jimin 🎉"
3977,nagyniki69,2023-01-31 22:55:23+00:00,0,Twitter for iPhone,"@Supreme_Shardan @Arealaocs NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/By4CWsGy0f"
3978,CaroEscamilo,2023-01-31 22:55:22+00:00,0,Twitter for Android,Hetero NETFLIX REVERSE YOUR DESICION #SaveWarriorNun #WarriorNun
3979,GAROTAD0MES,2023-01-31 22:55:21+00:00,1,Twitter for Android,"@zidiansadist be Melodramatic, ou na Netflix ""o drama da minha vida"""
3980,gunmann183,2023-01-31 22:55:21+00:00,2,Twitter for Android,"@AlicePaulina12 Netflix, while doggy"
3981,bybashley,2023-01-31 22:55:21+00:00,0,Twitter for Android,@buuhritnee Is it on Netflix?
3982,UniversoAlex,2023-01-31 22:55:21+00:00,20,Twitter Web App,"Netflix lanza un cortometraje en colaboración con WIT STUDIO que destaca porque ha aprovechado la generación de imágenes mediante inteligencia artificial para crear las imágenes de fondo

Se titula Dog and Boy

https://t.co/6fUJO7YAy9"
3983,QuinnNoelle94,2023-01-31 22:55:17+00:00,0,Twitter for iPhone,"@hitmeeh Me too!
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
3984,BigDante,2023-01-31 22:55:17+00:00,0,Twitter for iPhone,@netflix I get how you want to stop password sharing but what if we go to a hotel and want to use their Wi-Fi?  You gonna charge extra for that?
3985,godswlwwarrior,2023-01-31 22:55:16+00:00,0,Twitter for iPhone,"👏🏼👏🏼👏🏼👏🏼 yassss

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
3986,MiyaRenee_,2023-01-31 22:55:16+00:00,0,Twitter for iPhone,"I already loved Prince Harry for what he did for his wife, but their Netflix documentary just made me respect him so much more 🥺"
3987,Aullidos,2023-01-31 22:55:15+00:00,6,TweetDeck,"Netflix ha decidido no estrenar dos películas de terror que ha producido y que ya están finalizadas
https://t.co/x1W3e9ljzC"
3988,anacarolinaa_10,2023-01-31 22:55:14+00:00,0,Twitter for Android,"NETFLIX REVERSE YOUR DECISION 

#SaveWarriorNun #WarriorNun #Avatrice"
3989,VanguardiaDeMx,2023-01-31 22:55:14+00:00,1,IFTTT,"Netflix estrena documental sobre Pamela Anderson, más que una cara bonita https://t.co/1ThoIQR148"
3990,JustTryiing_,2023-01-31 22:55:14+00:00,0,Twitter for Android,"NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/51M4kJon5v"
3991,skinnyjawnn,2023-01-31 22:55:13+00:00,2,Twitter for iPhone,what’s some good movies on netflix?
3992,AffableElk,2023-01-31 22:55:13+00:00,0,Twitter Web App,Apologies to anyone reading my recent tweets who had to suffer through latin nonsense... I was listening to a churchy song from my Avatrice playlist  NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun
3993,sisterrebellion,2023-01-31 22:55:12+00:00,2,Twitter for Android,"@SimonDavisBarry @WGCtweet @DGCTalent @CMF_FMC @The_CMPA @JustinTrudeau @pablorodriguez You got it Uncle Simon!

NETFLIX REVERSE YOUR DECISION

#SaveWarriorNun #WarriorNun"
3994,JustSimplyVibin,2023-01-31 22:55:11+00:00,0,Twitter for Android,"Anyway as I was saying this means M is not a romantic rival for W so she is very happy about this
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
3995,AngieMichelleE5,2023-01-31 22:55:11+00:00,93,Twitter for Android,"@GBNEWS @NileGardiner @danwootton I don't know how they would even have the nerve to show up after Netflix and Spare I really don't wish to see the Cheshire cat rictus grin and H at the Coronation, absolutely not. It would be a kick in the teeth to us Brits &amp; not least PW &amp; POW, KC please read the mood of the 🇬🇧"
3996,TheSource,2023-01-31 22:55:10+00:00,8,Hootsuite Inc.,"Netflix's You People Opens with 2.8 Million Household Viewers only on https://t.co/8EmqyZ5Yn0 
#WeGotUs #SourceLove 

https://t.co/gJihhXgfY0"
3997,KendraCata,2023-01-31 22:55:09+00:00,0,Twitter for Android,"@Jereczko97 Oh come on!!!! 
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun
#WarriorNun"
3998,zuu_mecha,2023-01-31 22:55:08+00:00,0,Twitter for Android,@netflix NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/Km9dvWC3oD
3999,OfficialOZFM,2023-01-31 22:55:08+00:00,0,FS Poster 3,"Hugh: Here's What's Arriving on Netflix Canada This February
https://t.co/vLacgeNVQZ"
4000,anncathmo,2023-01-31 22:55:08+00:00,0,Twitter for Android,"@nohassle_castle NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4001,luiscas,2023-01-31 22:55:07+00:00,0,Twitter for Android,"@ToIkienverse 1 - hbo
2 - prime
3 - netflix
4 y no por dios - disney"
4002,sheenthusiastt,2023-01-31 22:55:07+00:00,1,Twitter for Android,@taesculaxado não sei se taco pedra nesse povo q esquece disso ou na netflix
4003,Feitnys2,2023-01-31 22:55:06+00:00,1,Twitter for Android,"@megumiswan Eu falei kkkkkkkkkk
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
4004,SraCebolla,2023-01-31 22:55:05+00:00,1,Twitter for Android,"@Tiffany7117 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/8unjHnSDDW"
4005,manuswho,2023-01-31 22:55:02+00:00,0,Twitter for iPhone,"Assistindo a série selena da Netflix 
Tá dando um desespero pq tá chegando a hora da morte dela 
Que agonia"
4006,anncathmo,2023-01-31 22:55:00+00:00,0,Twitter for Android,"@hazel_lwin95 NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4007,jordan1234312,2023-01-31 22:55:00+00:00,0,Tweeter121,Please Netflix #savewarriornun!    arrivisme
4008,lernj_lover,2023-01-31 22:55:00+00:00,1,Twitter Web App,"NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun https://t.co/MqXbymGKh1"
4009,iamIraGreen,2023-01-31 22:55:00+00:00,0,SocialChamp IO ,"[Scheduled]

Both U.S. and Soviet militaries have trained dolphins. They can be used for rescuing lost naval swimmers and locating underwater mines.

#SaveWarriorNun #WarriorNun

NETFLIX REVERSE YOUR DECISION"
4010,user1313qn,2023-01-31 22:55:00+00:00,0,SocialChamp IO ,"Scheduled Q:
Be in a Chinese Communism or Russian Communism?

 #SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
4011,QuinnNoelle94,2023-01-31 22:54:58+00:00,0,Twitter for iPhone,"@the_evilqueen14 That is great!
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
4012,sisterbeafr,2023-01-31 22:54:57+00:00,0,Twitter for Android,@jauregaysthetic #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
4013,diviniumtarask,2023-01-31 22:54:56+00:00,0,Twitter for Android,"@sarajoronne TLOU
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun"
4014,MiziSocial34,2023-01-31 22:54:56+00:00,0,Twitter Web App,"Baewatch: Jasmine Sanders, Pamela Anderson &amp; More Stun At Netflix’s ’Pamela, A Love Story’ Premiere In LA
https://t.co/k0UQYm5X7s"
4015,konpotaa_games,2023-01-31 22:54:55+00:00,10,Twitter for iPhone,"Netflixで台湾映画「罪の後」を鑑賞🎥

野球の観戦中に恋人の殺人容疑で捕まった男が脱獄し、自分の名声の為にと真実を誰よりも早く放送したいキャスターと冤罪を訴える脱獄犯が組んで真相を探る。
2時間で長いけどエンドロールまでちゃんとみてほしい。その時「罪後真相」の意味が分かる。よき映画🙆‍♀️ https://t.co/iYg8ZT24Up"
4016,anagarciaaah,2023-01-31 22:54:54+00:00,2,Twitter for iPhone,@thamara_terez Vai ser que horas q libera na Netflix ?
4017,a_little_lost__,2023-01-31 22:54:54+00:00,16,Twitter for iPhone,"@SimonDavisBarry @WGCtweet @DGCTalent @CMF_FMC @The_CMPA @JustinTrudeau @pablorodriguez Yes uncle Barry, we hope that filmmakers and screenwriters will get better treatment!

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4018,notpaulleahy,2023-01-31 22:54:50+00:00,2,Twitter for iPhone,"Titles related to Romeo and Juliet: 

Austin Powers 

@netflix https://t.co/r0g50aeMPu"
4019,grtgamer17,2023-01-31 22:54:50+00:00,0,Twitter for iPhone,"@sarajoronne Cookies, gotta have my snacks
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun"
4020,rwpariga,2023-01-31 22:54:50+00:00,0,Twitter for Android,"@mileshllnd não é na Netflix não amg, mas mesmo assim tão resumindo a Amy so em drogas"
4021,riseandgay,2023-01-31 22:54:49+00:00,1,Twitter for iPhone,"I think if I don’t make it a daily requirement to sing Spanish to @venus0500 she’ll simply just turn to dust. Should have never exposed her to the Spanish voice 😂

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun https://t.co/Sf9URdSxY2"
4022,82_ukulele,2023-01-31 22:54:49+00:00,0,Twitter for iPhone,"Listen to Sister Lilith! Give us #WarriorNun #SaveWarriorNun @netflix 
NETFLIX REVERSE YOUR DECISION https://t.co/oFWeb9TsxL"
4023,Xoxommelaniee,2023-01-31 22:54:48+00:00,0,Twitter for iPhone,"NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun"
4024,elosnk,2023-01-31 22:54:48+00:00,1,Twitter for Android,@HaziEmilie #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION https://t.co/1Yo5K56ipT
4025,redponydriver,2023-01-31 22:54:47+00:00,1,Twitter for iPhone,"Oh these guys are serious… @netflix we aren’t going away. Get ready for more rewatches, more articles, &amp; an unrelenting pressure. Hope your PR team is strapped-in. #Halobearer #SaveWarriorNun"
4026,bea_burner,2023-01-31 22:54:47+00:00,1,Twitter for Android,"@reagomyeggoo All valid and totally real government names 
NETFLIX REVERSE YOUR DECISION 
#SaveWarriorNun #WarriorNun https://t.co/3CNGTR2zbw"
4027,anncathmo,2023-01-31 22:54:47+00:00,0,Twitter for Android,"@killingqueer cutie
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4028,fff25993712,2023-01-31 22:54:45+00:00,1,Twitter for Android,"Netflix better🤣,🦄"
4029,bambolawn,2023-01-31 22:54:44+00:00,0,Twitter for iPhone,Obsessed #SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION
4030,RoseKei26340518,2023-01-31 22:54:43+00:00,1,Twitter Web App,"@amgirl01 The plot for seasons 3-4.
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
4031,tomatobathbomb,2023-01-31 22:54:42+00:00,0,Twitter for iPhone,@avanunice @SimonDavisBarry NETFLIX REVERSE YOUR DECISION #savewarriornun
4032,tenpintornado,2023-01-31 22:54:41+00:00,0,Twitter for iPhone,@TheNuGeekz @ZackSnyder @netflix @SkiiwalkerTweet @SnyderQueen_ @ZSJLtoNetflix Move on. It’s been time to move on.
4033,QuinnNoelle94,2023-01-31 22:54:41+00:00,0,Twitter for iPhone,"@ktysturtle03 🤣 I feel that
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
4034,jdbluthor,2023-01-31 22:54:40+00:00,0,Twitter for iPhone,@netflix I’d prefer to see the love story of Ava and Beatrice from #WarriorNun instead NETFLIX REVERSE YOUR DECISION #SaveWarriorNun https://t.co/E5VYYkDwLI
4035,lre1921,2023-01-31 22:54:40+00:00,0,Twitter for iPhone,@jauregaysthetic NETFLIX REVERSE YOUR DECISION #SaveWarriorNun
4036,nunyabidness248,2023-01-31 22:54:40+00:00,1,Twitter for iPhone,"We doing this for you disgruntled Netflix employee! 

#SaveWarriorNun #WarriorNun 
NETFLIX REVERS YOUR DECISION"
4037,anto66051,2023-01-31 22:54:39+00:00,0,Twitter for Android,"@WnSavior Believe me, it shows. I felt like I was reading a document at work, and I mean that in the best way possible! 

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4038,MrCreatorGuy,2023-01-31 22:54:38+00:00,1,Twitter for iPhone,"Heading off to beds as I got work in the morning, getting pretty sad at myself as I should have done some designs for this thing I wanna send off instead of playing Pokémon and watching stuff on Netflix 😭 I’ll do some research tomorrow when I’m back from work and send a few off https://t.co/JGII42JuRJ"
4039,kidmeep,2023-01-31 22:54:35+00:00,2,Twitter for iPhone,"Come on nuns!!! #SaveWarriorNun #WarriorNun 
NETFLIX REVERSE YOUR DECISION"
4040,cabopinyaveralZ,2023-01-31 22:54:35+00:00,1,Twitter for Android,"@ytelocrees Para mi, ese es el mejor deporte. Soffing, Netflix y sleeping.🤣"
4041,souzavulgo2,2023-01-31 22:54:34+00:00,0,Twitter for iPhone,Viciado em dengo e Netflix deitadinho
4042,Avatrice_mylife,2023-01-31 22:54:33+00:00,1,Twitter for Android,"@hazel_lwin95 Together till the end
NETFLIX REVERSE YOUR DECISION  #SaveWarriorNun #WarriorNun"
4043,bmcq_a,2023-01-31 22:54:33+00:00,0,Twitter for iPhone,Lockwood on Netflix is 🔥
4044,Shady87717362,2023-01-31 22:54:32+00:00,0,Twitter Web App,"NETFLIX REVERSE YOUR DECISION #WarriorNun
#SaveWarriorNun https://t.co/ZTzch877KJ"
4045,zaynltp,2023-01-31 22:54:31+00:00,1,Twitter for iPhone,"@lipsdlrey série , tem na Netflix"
4046,lre1921,2023-01-31 22:54:31+00:00,3,Twitter for iPhone,@SofiaG14 When’s someone gonna get the message!!! Look at what we’ve done! NETFLIX REVERSE YOUR DECISION #SaveWarriorNun
4047,s_dudinha98,2023-01-31 22:54:31+00:00,1,Twitter for iPhone,"queria tanto assistir a série que conta sobre a boate kiss, mas não tenho netflix 🥲"
4048,potatiny,2023-01-31 22:54:30+00:00,1,Twitter for Android,"@Feitnys2 MUITO BOM KKKKKKKKK ADOREI O NOVO ELENCO

NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun
#WarriorNun"
4049,sadieeadler,2023-01-31 22:54:30+00:00,0,Twitter Web App,"in the dark

#WarriorNun #SaveWarriorNun 
NETFLIX REVERSE YOUR DECISION"
4050,Press_Cover,2023-01-31 22:54:29+00:00,2,Twitter for Android,"@Wylldson4 @MahomisClubista Tinha muito antigamente na Netflix, mas deve ter em uns piratao por aí"
4051,geminimind_22,2023-01-31 22:54:28+00:00,3,Twitter for iPhone,"Having Taco Tuesday, getting drunk and watching you people on Netflix tonight"
4052,anncathmo,2023-01-31 22:54:27+00:00,0,Twitter for Android,"@avanunice manifesting
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun #WarriorNun"
4053,QuinnNoelle94,2023-01-31 22:54:26+00:00,1,Twitter for iPhone,"@JFez14 Nice! That’s awesome!
#SaveWarriorNun #WarriorNun NETFLIX REVERSE YOUR DECISION"
4054,olaoluwakiwms,2023-01-31 22:54:26+00:00,0,Twitter Web App,I was away from the office for like a month and found out that they FINALLY  allowed us to install TVs in our offices. Need them to tint my windows though so I can watch my Netflix in peace 😂😂
4055,swhiteshield,2023-01-31 22:54:25+00:00,0,Twitter for Android,"Hazel Addams can not wait for season 2!
#addamsfamily #wednesdayaddams #wednesdaynetflix @jennaortega @Netflix @wednesdayaddams https://t.co/RTiu5W1sx8"
4056,XL86,2023-01-31 22:54:24+00:00,0,Twitter for iPhone,"@sarhatlice @netflix Serien ägs av fox som i sin tur ägs av Disney, så du hittar alla avsnitt på Disney+ 🙂"
4057,highpriestjrry,2023-01-31 22:54:22+00:00,1,Twitter for Android,Hail Lucifer 666 iam watching the james bond movie sky fall on Netflix on my smart tv. Iam a spy buff and james bond fan. Sky fall is one of my favorite movie s. I tryed making a twitter video of me watching sky fall but it did not go through. I made a youtube video.
4058,ryweeeeee,2023-01-31 22:54:21+00:00,1,Twitter for iPhone,@julianan1006 Hahahaha they are hard. Copy and paste is a useful thing rn #SaveWarriorNun  NETFLIX REVERSE YOUR DECISION
4059,JadedEmpora,2023-01-31 22:54:21+00:00,0,Twitter for iPhone,Whew .. Watch a Netflix movie without getting some halfway through… I’m gonna have to pass Thanks https://t.co/LLcgmCRhRN
4060,buba_kr,2023-01-31 22:54:20+00:00,2,Twitter for iPhone,"Protect 🇨🇦 screenwriters &amp; filmmakers!  NETFLIX REVERSE YOUR DECISION 

#SaveWarriorNun #WarriorNun"
4061,agusthin_,2023-01-31 22:54:19+00:00,1,Twitter for Android,"Subieron Inuyasha a Netflix, pero por alguna razón que desconozco sacaron la música del opening."
4062,godswlwwarrior,2023-01-31 22:54:18+00:00,0,Twitter for iPhone,"Peak Ava energy😅

NETFLIX REVERSE YOUR DECISION #SaveWarriorNun #WarriorNun"
4063,Leah_WarriorNun,2023-01-31 22:54:18+00:00,33,Twitter for iPhone,"“So, the best everyone involved with the campaign can do is not to stop. Keep charging ahead because you are being heard.”

Please read this incredible article by @ahicks83 👏🏻 

READ &amp; RT

#SaveWarriorNun #WarriorNun
NETFLIX REVERSE YOUR DECISION 

https://t.co/SXqCo014DO"
4064,RoseKei26340518,2023-01-31 22:54:16+00:00,0,Twitter Web App,"@bluewind_sk @sapphicsource Most EPIC ever. I will finally see it in person this weekend.
NETFLIX REVERSE YOUR DECISION
#SaveWarriorNun"
4065,losientocookie,2023-01-31 22:54:16+00:00,7,Twitter for Android,"""We at SpoilerTV stand with and are united in this fight with the #SaveWarriorNun campaign. It is only fitting to end this article with – In this life…may we see Warrior Nun return""

thank you🥹

NETFLIX REVERSE YOUR
DECISION 
#SaveWarriorNun #WarriorNun 
https://t.co/6kZYRS3Dqp"
